,Unnamed: 0,CouId,County,CrmRatePer100k,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,Pop,SumVCrm,SumVCrm/Pop,%SumVCrm/Pop,State,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,violent,economyScore,safetyScore,communityScore,overallScore
0,0,1001,Autauga County,251.6019259,3.0,15.0,34.0,87.0,447.0,1233.0,55246.0,1819.0,0.03292546066683561,3.292546066683561,Alabama,55036,26899,28137,2.7,75.4,18.9,0.3,0.9,0.0,41016,55317,2838,27824,2024,13.7,20.1,35.3,18.0,23.2,8.1,15.4,86.0,9.6,0.1,0.6,1.3,2.5,25.8,24112,74.1,20.2,5.6,0.1,5.2,0.0009412446149947507,6.5,3.0,5.6,6.2
1,1,1003,Baldwin County,228.086325,8.0,30.0,76.0,332.0,967.0,3829.0,195540.0,5242.0,0.026807814257952336,2.6807814257952334,Alabama,203360,99527,103833,4.4,83.1,9.5,0.8,0.7,0.0,155376,52562,1348,29364,735,11.8,16.1,35.7,18.2,25.6,9.7,10.8,84.7,7.6,0.1,0.8,1.1,5.6,27.0,89527,80.7,12.9,6.3,0.1,5.5,0.0005830009205277692,6.9,3.9,6.1,6.8
2,2,1005,Barbour County,177.2787709,0.0,4.0,8.0,36.0,90.0,362.0,27076.0,500.0,0.01846653863199882,1.846653863199882,Alabama,26201,13976,12225,4.2,45.7,47.8,0.2,0.6,0.0,20269,33368,2551,17561,798,27.2,44.9,25.0,16.8,22.6,11.5,24.1,83.4,11.1,0.3,2.2,1.7,1.3,23.4,8878,74.1,19.1,6.5,0.3,12.4,0.00044319692716797166,0.5,5.1,3.6,3.8
3,3,1007,Bibb County,217.6616915,1.0,4.0,8.0,36.0,122.0,251.0,22512.0,422.0,0.0187455579246624,1.87455579246624,Alabama,22580,12251,10329,2.4,74.6,22.0,0.4,0.0,0.0,17662,43404,3431,20911,1889,15.2,26.6,24.4,17.6,19.7,15.9,22.4,86.4,9.5,0.7,0.3,1.7,1.5,30.0,8171,76.0,17.4,6.3,0.3,8.2,0.0005774697938877043,3.7,4.1,2.8,4.6
4,4,1009,Blount County,210.8100636,1.0,11.0,9.0,101.0,397.0,865.0,57872.0,1384.0,0.023914846557920928,2.3914846557920932,Alabama,57667,28490,29177,9.0,87.4,1.5,0.3,0.1,0.0,42513,47412,2630,22021,850,15.6,25.4,28.5,12.9,23.3,15.8,19.5,86.8,10.2,0.1,0.4,0.4,2.1,35.0,21380,83.9,11.9,4.0,0.1,4.9,0.0003628697815869505,4.4,4.7,5.0,5.7
5,5,1011,Bullock County,526.3652599,0.0,2.0,12.0,43.0,98.0,55.0,10639.0,210.0,0.01973869724598177,1.973869724598177,Alabama,10478,5616,4862,0.3,21.6,75.6,1.0,0.7,0.0,8212,29655,5376,20856,2355,28.5,50.4,19.7,17.1,18.6,14.0,30.6,73.1,15.7,0.3,6.2,1.7,3.0,29.8,4290,81.4,13.6,5.0,0.0,12.1,0.0013159131497321177,0.3,0.8,1.4,1.8
6,6,1013,Butler County,537.8731803999998,6.0,5.0,11.0,87.0,182.0,408.0,20265.0,699.0,0.03449296817172465,3.4492968171724647,Alabama,20126,9416,10710,0.3,52.2,44.7,0.1,1.1,0.0,15459,36326,2701,19004,943,24.4,34.8,26.9,17.3,18.5,11.6,25.7,83.6,12.6,0.0,0.9,0.9,2.0,23.2,7727,79.1,15.3,5.3,0.3,7.6,0.001085615593387614,1.0,0.9,4.0,2.9
7,7,1015,Calhoun County,580.7976974,6.0,37.0,131.0,504.0,1710.0,3482.0,116736.0,5870.0,0.0502844024122807,5.02844024122807,Alabama,115527,55593,59934,3.6,72.7,20.4,0.2,1.0,0.0,88383,43686,1491,23638,793,18.6,26.6,29.0,17.5,23.7,10.4,19.4,85.0,9.2,0.2,1.3,1.1,3.2,24.8,47392,74.9,19.9,5.1,0.1,10.1,0.0014905427631578948,3.1,0.6,4.7,3.8
8,8,1017,Chambers County,562.0279843,1.0,7.0,24.0,160.0,374.0,875.0,34162.0,1441.0,0.04218137111410339,4.218137111410339,Alabama,33895,16320,17575,2.2,56.2,39.3,0.3,1.0,0.0,26259,37342,2011,22002,1205,18.8,29.1,24.3,13.5,23.0,11.6,27.6,87.1,9.7,0.2,0.6,0.5,2.0,23.6,14527,84.5,11.8,3.7,0.0,6.4,0.0009367133071834201,1.9,1.0,5.0,3.6
9,9,1019,Cherokee County,415.9829027,1.0,4.0,2.0,102.0,329.0,610.0,26203.0,1048.0,0.03999542037171317,3.9995420371713166,Alabama,25855,12862,12993,1.6,91.8,5.0,0.5,0.1,0.0,20620,40041,2316,23010,1354,16.1,20.0,28.8,14.8,18.1,11.9,26.5,85.0,12.1,0.4,0.3,0.3,2.0,26.5,9879,74.8,17.1,8.1,0.0,5.3,0.00026714498339884746,3.4,3.0,4.6,4.6
10,10,1021,Chilton County,354.9407293999999,0.0,13.0,14.0,129.0,389.0,886.0,43951.0,1431.0,0.03255898614365998,3.2558986143659983,Alabama,43805,21554,22251,7.7,80.4,9.5,0.4,0.4,0.0,31776,43501,2877,23368,1925,19.4,27.8,25.3,14.5,23.7,15.5,21.0,83.2,12.6,0.1,0.6,1.8,1.7,32.5,17675,81.1,14.0,4.5,0.4,6.7,0.0006143204932766035,2.9,2.4,3.9,4.0
11,11,1023,Choctaw County,96.82705199,1.0,0.0,0.0,12.0,38.0,42.0,13426.0,93.0,0.006926858334574707,0.6926858334574706,Alabama,13188,6277,6911,0.5,56.3,42.1,0.0,0.1,0.0,10454,32122,2797,20994,1307,22.3,32.8,23.6,15.4,22.0,17.1,21.9,81.8,13.7,0.0,1.7,1.2,1.6,32.7,4301,79.9,14.8,4.9,0.4,9.8,7.448234768359899e-05,0.9,7.7,1.6,4.2
12,12,1025,Clarke County,480.0253898,0.0,16.0,12.0,93.0,172.0,399.0,25207.0,692.0,0.02745269171261951,2.7452691712619512,Alabama,24625,11649,12976,0.2,53.0,45.7,0.1,0.5,0.1,19087,33827,2336,20765,1203,25.3,30.7,21.6,14.3,24.8,13.7,25.6,83.7,11.9,0.2,0.7,2.7,0.9,23.9,7933,83.1,11.8,5.1,0.0,15.2,0.0011108025548458762,0.9,1.1,3.3,2.7
13,13,1027,Clay County,430.075634,0.0,0.0,3.0,55.0,26.0,95.0,13486.0,179.0,0.013273023876612784,1.3273023876612784,Alabama,13407,6471,6936,3.1,80.2,14.7,0.9,0.0,0.0,10332,37287,6507,21330,1553,19.1,23.5,22.2,14.6,18.4,12.9,31.9,87.5,6.0,0.0,2.8,0.6,3.0,30.3,5509,77.8,14.5,7.7,0.0,6.4,0.00022245291413317515,2.2,3.0,2.8,3.6
14,14,1029,Cleburne County,193.4106976,0.0,1.0,2.0,25.0,88.0,178.0,14994.0,294.0,0.0196078431372549,1.96078431372549,Alabama,14939,7367,7572,2.4,92.7,2.8,0.3,0.5,0.0,11329,37396,5390,20873,1251,19.1,31.0,25.7,11.4,23.2,18.0,21.7,81.8,14.5,0.0,0.9,0.1,2.7,33.2,5743,76.1,15.7,8.2,0.0,7.8,0.00020008003201280514,1.8,5.5,2.2,4.0
15,15,1031,Coffee County,341.591739,2.0,5.0,12.0,155.0,321.0,786.0,50938.0,1281.0,0.02514821940398131,2.514821940398131,Alabama,51073,25225,25848,6.7,71.0,17.1,1.0,1.3,0.0,38026,49821,1945,26216,950,16.1,26.3,31.6,17.3,21.4,13.1,16.7,86.6,8.1,0.0,1.0,1.4,2.8,21.7,21639,73.6,20.7,5.6,0.1,6.0,0.0003730024735953512,4.7,3.2,6.1,5.7
16,16,1033,Colbert County,482.3917828,2.0,15.0,34.0,212.0,636.0,1342.0,54520.0,2241.0,0.041104181951577404,4.110418195157742,Alabama,54435,26143,28292,2.4,78.8,15.9,0.7,0.5,0.0,42195,45477,1959,23675,816,16.8,24.1,27.1,15.4,26.0,11.2,20.3,89.1,7.3,0.1,0.7,0.8,2.0,23.1,22180,78.1,16.1,5.5,0.3,6.9,0.0009354365370506236,3.9,1.2,5.4,4.5
17,17,1035,Conecuh County,644.0599053,1.0,4.0,8.0,70.0,108.0,252.0,12887.0,443.0,0.034375727477302706,3.4375727477302704,Alabama,12649,6040,6609,1.8,50.3,46.3,0.2,0.0,0.0,9812,30434,3446,16337,934,26.4,39.3,15.9,19.7,24.3,12.8,27.4,90.0,6.7,0.4,0.8,0.4,1.7,29.6,3945,79.5,12.3,7.2,1.0,14.5,0.0010087685264219756,0.4,0.7,1.6,1.8
18,18,1037,Coosa County,192.6959075,0.0,2.0,2.0,17.0,74.0,138.0,10898.0,233.0,0.021380069737566527,2.1380069737566525,Alabama,10955,5474,5481,0.1,65.3,33.2,0.1,0.0,0.0,8989,34792,3587,20342,1728,14.4,17.9,17.6,23.2,23.7,14.5,20.9,83.2,9.7,0.6,1.7,0.6,4.2,29.8,3897,78.8,15.9,5.4,0.0,11.3,0.00036703982382088455,3.3,5.0,1.5,4.3
19,19,1039,Covington County,258.6707491,1.0,13.0,7.0,78.0,282.0,684.0,37886.0,1065.0,0.0281106477326717,2.8110647732671703,Alabama,37519,18133,19386,1.6,83.5,13.0,0.3,0.4,0.0,29164,39467,2392,22431,830,17.6,25.0,29.2,14.3,22.2,15.8,18.4,86.8,8.6,0.2,1.1,1.5,1.9,25.2,14686,80.0,13.2,6.7,0.1,10.7,0.0005542944623343715,2.6,3.6,3.7,4.2
20,20,1041,Crenshaw County,479.0504791,1.0,3.0,3.0,60.0,85.0,133.0,13986.0,285.0,0.020377520377520383,2.0377520377520377,Alabama,13866,6786,7080,1.8,71.2,23.1,0.8,1.4,0.0,10551,38937,3177,21580,1212,17.6,22.5,26.4,13.1,24.1,13.2,23.3,81.2,12.2,0.1,1.7,0.8,4.0,28.6,5700,73.0,19.1,7.8,0.2,6.4,0.0005005005005005005,2.8,2.0,3.0,3.6
21,21,1043,Cullman County,237.591417,2.0,16.0,13.0,161.0,483.0,1483.0,80811.0,2158.0,0.02670428530769326,2.670428530769326,Alabama,81703,40223,41480,4.2,92.3,1.1,0.4,0.6,0.0,62012,40997,1715,21857,729,16.4,19.6,29.3,14.6,23.4,14.0,18.6,88.3,8.4,0.1,0.6,0.6,2.0,26.5,32072,81.3,11.9,6.3,0.4,5.8,0.0003836111420474935,3.6,4.3,5.5,5.4
22,22,1045,Dale County,410.9534119,1.0,8.0,32.0,164.0,325.0,930.0,49884.0,1460.0,0.029267901531553207,2.9267901531553204,Alabama,49393,24524,24869,6.1,69.5,19.2,0.5,0.9,0.0,37173,44711,2010,23194,868,19.6,27.2,28.2,15.3,26.6,13.7,16.1,87.1,6.7,0.1,2.1,1.8,2.2,20.7,17988,73.6,20.7,5.6,0.2,10.4,0.0008219068238312886,3.1,1.7,5.0,4.2
23,23,1047,Dallas County,828.6503477000001,9.0,24.0,70.0,245.0,743.0,1415.0,41996.0,2506.0,0.05967234974759501,5.967234974759501,Alabama,40755,18809,21946,1.0,27.7,70.2,0.0,0.4,0.0,30303,30065,1775,18248,759,31.9,49.5,26.7,18.2,20.9,8.8,25.3,86.6,8.9,0.2,1.7,1.4,1.2,22.1,14461,78.8,15.2,5.6,0.4,13.7,0.0024526145347175923,0.2,0.1,4.3,2.4
24,24,1049,DeKalb County,381.6202667,0.0,20.0,9.0,242.0,558.0,1085.0,71013.0,1914.0,0.02695281145705716,2.695281145705716,Alabama,71194,35328,35866,14.3,80.8,1.4,1.2,0.3,0.1,49579,38842,2154,20020,899,21.5,31.0,23.7,15.2,20.8,12.4,28.0,86.5,9.8,0.0,0.9,0.6,2.1,23.2,28416,78.0,12.1,9.7,0.1,5.1,0.0004083759311675327,1.7,2.8,6.5,4.5
25,25,1051,Elmore County,284.2945786,4.0,23.0,44.0,159.0,665.0,1367.0,80902.0,2262.0,0.027959753776173643,2.7959753776173644,Alabama,80989,39357,41632,2.9,73.4,21.2,0.3,0.6,0.0,61966,54981,2614,26251,957,13.5,20.4,34.8,13.2,26.3,11.0,14.7,86.2,10.2,0.1,0.6,0.6,2.2,28.0,33054,72.9,21.4,5.6,0.1,7.3,0.0008776050035845839,6.5,2.7,4.6,5.8
26,26,1053,Escambia County,618.6978385,3.0,7.0,18.0,207.0,299.0,793.0,37983.0,1327.0,0.03493668219993155,3.493668219993155,Alabama,37621,19326,18295,2.2,60.2,32.2,3.6,0.4,0.1,29129,35026,2265,18164,902,23.8,33.3,24.6,21.2,24.6,11.3,18.3,91.3,7.0,0.1,0.3,0.5,0.8,22.6,12134,75.6,19.7,4.6,0.1,13.7,0.0007371718926888344,1.0,1.1,4.1,3.0
27,27,1055,Etowah County,513.8024266,2.0,45.0,126.0,361.0,1241.0,2674.0,103931.0,4449.0,0.04280724711587496,4.280724711587496,Alabama,103132,49738,53394,3.7,78.3,15.4,0.5,0.7,0.1,78727,42064,1487,22278,640,17.9,28.7,29.7,18.5,21.8,9.4,20.5,84.8,9.2,0.3,0.6,0.7,4.4,24.0,41412,80.3,13.9,5.5,0.2,7.6,0.001664565913923661,2.8,0.8,5.4,4.0
28,28,1057,Fayette County,230.64640130000004,1.0,9.0,3.0,26.0,52.0,110.0,16909.0,201.0,0.01188716068365959,1.188716068365959,Alabama,16657,8191,8466,1.7,85.0,11.5,0.0,0.5,0.0,13044,36541,2175,21191,1541,18.1,25.0,29.0,17.9,18.9,10.8,23.5,84.2,11.6,0.0,1.3,0.5,2.4,27.9,6307,79.6,15.4,4.8,0.2,8.4,0.0007688213377491276,2.1,3.6,2.6,3.7
29,29,1059,Franklin County,497.9068882,0.0,10.0,13.0,134.0,216.0,494.0,31532.0,867.0,0.02749587720411011,2.749587720411011,Alabama,31507,15818,15689,16.3,77.7,4.7,0.2,0.4,0.1,21935,39501,2912,19314,1021,23.0,42.0,24.4,13.9,21.1,11.9,28.7,84.9,10.1,0.2,0.2,2.7,1.9,28.4,12534,78.5,15.6,6.0,0.0,8.2,0.0007294177343650895,1.4,1.5,3.4,3.0
30,30,1061,Geneva County,318.0304561000001,0.0,7.0,5.0,73.0,162.0,394.0,26727.0,641.0,0.0239832379241965,2.3983237924196503,Alabama,26572,13008,13564,3.8,84.0,9.2,0.6,0.4,0.0,20489,39293,2810,21084,1064,22.5,37.6,22.9,17.3,21.5,19.1,19.3,83.5,10.3,0.0,0.6,2.4,3.1,27.2,10306,73.8,16.5,9.4,0.3,8.9,0.0004489841733078909,1.5,3.2,3.2,3.5
31,31,1063,Greene County,903.4766697,0.0,2.0,7.0,70.0,48.0,90.0,8744.0,217.0,0.024817017383348586,2.4817017383348583,Alabama,8533,4058,4475,1.2,17.1,80.3,0.6,0.0,0.0,6533,20954,3315,14197,1242,38.8,67.8,22.3,18.0,25.9,9.2,24.6,80.0,12.8,0.0,1.1,1.9,4.1,29.7,2411,73.4,22.0,4.6,0.0,14.8,0.0010292772186642268,0.0,0.5,1.2,1.5
32,32,1065,Hale County,136.3105284,0.0,3.0,2.0,16.0,66.0,67.0,15406.0,154.0,0.00999610541347527,0.9996105413475268,Alabama,14995,7049,7946,1.3,39.5,58.7,0.2,0.2,0.0,11484,34679,2808,20269,1272,26.1,37.7,27.6,18.3,22.9,11.0,20.1,90.4,5.9,0.0,0.3,1.4,1.9,29.9,5252,82.1,12.6,5.2,0.0,11.7,0.00032454887706088537,0.7,6.2,1.8,3.7
33,33,1067,Henry County,387.372803,4.0,5.0,6.0,52.0,140.0,186.0,17296.0,393.0,0.022722016651248844,2.2722016651248844,Alabama,17110,8208,8902,2.5,68.7,27.8,0.0,0.0,0.0,13377,45569,3006,23983,1525,13.7,17.2,32.8,19.0,19.4,11.0,17.8,85.9,7.5,0.0,0.7,3.3,2.6,25.6,6949,80.5,14.7,4.8,0.1,6.7,0.0008672525439407955,5.1,1.8,3.6,4.7
34,34,1069,Houston County,401.2810125,7.0,42.0,108.0,259.0,1095.0,2380.0,103668.0,3891.0,0.037533279314735504,3.7533279314735504,Alabama,104108,49905,54203,3.2,67.2,26.5,0.3,0.8,0.0,78486,42803,919,24781,391,18.5,29.5,31.1,18.6,25.7,10.2,14.3,89.2,6.9,0.1,0.7,0.8,2.3,21.3,44108,81.9,12.1,5.8,0.2,7.6,0.0015144499749199366,2.8,1.3,6.0,4.3
35,35,1071,Jackson County,385.2618459,0.0,17.0,2.0,185.0,452.0,858.0,52951.0,1514.0,0.028592472285698094,2.8592472285698096,Alabama,52326,25712,26614,2.9,89.3,3.2,1.0,0.5,0.1,40672,39281,1994,20946,910,19.0,27.4,26.1,12.9,21.5,11.3,28.1,87.0,8.4,0.1,1.3,0.9,2.3,25.7,20261,77.4,15.5,7.0,0.2,7.7,0.0003588223074162905,2.2,2.8,4.5,4.1
36,36,1073,Jefferson County,798.3574913,85.0,268.0,1597.0,3315.0,9910.0,19810.0,659479.0,34985.0,0.05304945267400478,5.304945267400479,Alabama,659460,312333,347127,3.7,50.4,42.4,0.2,1.5,0.0,491022,49321,913,29456,452,17.6,25.6,38.8,16.9,25.3,7.3,11.6,84.4,9.4,0.9,1.4,1.0,2.8,23.8,300739,81.8,13.5,4.5,0.2,7.7,0.002956879597379143,4.3,0.1,6.0,4.5
37,37,1075,Lamar County,133.4644563,0.0,2.0,2.0,14.0,32.0,108.0,14236.0,158.0,0.011098623208766508,1.1098623208766507,Alabama,14021,6875,7146,1.5,86.0,10.8,0.3,0.0,0.0,10888,36016,2778,21152,2374,23.1,37.3,28.8,14.5,18.9,13.4,24.4,84.4,13.8,0.6,0.2,0.1,1.0,28.1,5376,76.6,18.5,3.8,1.0,7.9,0.0002809778027535825,1.0,6.4,2.5,4.1
38,38,1077,Lauderdale County,262.9395347,3.0,28.0,55.0,157.0,612.0,1600.0,92797.0,2455.0,0.02645559662489089,2.645559662489089,Alabama,92590,44263,48327,2.5,84.9,9.8,0.4,0.7,0.0,72887,44888,1370,25803,908,16.3,21.9,31.2,18.6,24.4,10.6,15.2,88.0,7.7,0.2,1.7,0.7,1.8,24.1,39857,77.6,15.6,6.6,0.1,6.6,0.000926754097654019,4.1,2.9,5.7,5.2
39,39,1079,Lawrence County,294.7569,0.0,4.0,6.0,89.0,206.0,362.0,33587.0,667.0,0.019858873969095185,1.9858873969095183,Alabama,33288,16164,17124,2.1,76.6,11.4,5.2,0.1,0.0,25915,43779,3181,22419,1154,16.6,19.0,23.6,15.4,18.4,15.0,27.5,86.6,9.3,0.1,0.9,0.5,2.5,28.0,12476,80.6,14.2,4.8,0.4,7.2,0.0002977342424152202,4.1,3.8,3.8,4.9
40,40,1081,Lee County,246.4669754,8.0,26.0,77.0,261.0,954.0,2942.0,150933.0,4268.0,0.02827744760920408,2.8277447609204085,Alabama,156597,77172,79425,3.7,67.6,22.9,0.1,3.8,0.0,117422,47564,1712,26170,938,22.0,24.0,41.0,16.6,22.7,7.1,12.6,84.7,8.1,0.8,1.9,1.0,3.5,22.2,71677,77.1,18.3,4.4,0.2,5.7,0.0007354256524418119,3.6,3.4,6.8,5.5
41,41,1083,Limestone County,151.9500253,4.0,2.0,25.0,104.0,398.0,1146.0,88845.0,1679.0,0.01889808092745793,1.8898080927457928,Alabama,91695,45889,45806,5.8,77.2,13.1,0.7,1.2,0.0,68544,52831,2263,26685,1095,14.8,20.0,36.1,15.5,21.5,11.3,15.7,88.3,7.5,0.1,0.5,0.8,2.8,25.7,38944,77.3,16.3,6.2,0.2,7.1,0.0003489222803759356,6.0,5.8,5.1,6.7
42,42,1085,Lowndes County,597.9631879,1.0,3.0,8.0,51.0,117.0,127.0,10703.0,307.0,0.02868354666915818,2.8683546669158186,Alabama,10362,4896,5466,0.7,24.3,74.4,0.1,0.0,0.0,7973,29785,4076,18976,2109,30.2,48.4,23.0,17.4,21.6,11.5,26.5,84.4,11.1,0.4,0.3,1.9,1.8,30.3,3533,79.3,16.4,3.4,0.9,11.2,0.0011211809772960853,0.3,0.7,1.4,1.8
43,43,1087,Macon County,919.341731,6.0,10.0,25.0,140.0,516.0,640.0,19688.0,1337.0,0.06790938642828119,6.790938642828118,Alabama,19358,8933,10425,1.6,15.5,81.5,0.2,0.2,0.0,15760,32308,2946,19564,1121,25.9,39.3,29.4,24.0,19.5,7.6,19.6,79.3,10.6,1.0,6.2,1.4,1.6,22.5,7348,77.7,17.3,4.8,0.2,14.5,0.0020824867939861847,0.6,0.2,3.3,2.3
44,44,1089,Madison County,603.3578173999998,18.0,107.0,523.0,1445.0,3217.0,8556.0,346892.0,13866.0,0.039972095061287086,3.997209506128709,Alabama,353213,172568,180645,4.7,65.1,24.0,0.6,2.5,0.1,265022,61318,1430,34232,709,13.6,20.0,46.3,15.2,21.6,6.4,10.5,87.7,6.3,0.2,0.8,1.5,3.4,21.3,169756,76.3,19.0,4.5,0.2,6.5,0.0018680165584677652,7.2,0.5,6.9,6.1
45,45,1091,Marengo County,461.4239643,3.0,8.0,9.0,72.0,148.0,356.0,20155.0,596.0,0.029570826097742493,2.957082609774249,Alabama,19743,9235,10508,0.4,45.1,54.1,0.1,0.0,0.0,15131,32255,3045,22996,3092,25.6,36.5,29.6,17.6,20.5,11.4,20.9,88.0,5.7,0.0,1.2,2.3,2.8,25.5,6645,77.6,17.1,4.5,0.8,12.8,0.0009923096005953857,0.6,1.2,2.7,2.4
46,46,1093,Marion County,280.2136217,1.0,7.0,3.0,74.0,201.0,402.0,30334.0,688.0,0.02268082020175381,2.268082020175381,Alabama,30058,14880,15178,2.5,91.9,3.2,0.4,0.3,0.0,23525,35719,2063,21835,1411,17.6,24.1,25.6,16.4,23.7,11.6,22.8,85.3,10.1,0.0,0.5,1.6,2.4,23.2,11899,77.6,15.8,6.2,0.4,5.5,0.0003626293927605987,2.2,3.8,5.4,4.6
47,47,1095,Marshall County,186.7876741,1.0,23.0,29.0,124.0,800.0,1648.0,94760.0,2625.0,0.027701561840439003,2.7701561840438997,Alabama,94738,46771,47967,13.3,81.8,2.2,0.5,0.6,0.1,65777,41104,1311,22710,717,21.0,34.1,28.3,15.6,22.1,13.1,20.9,84.8,10.8,0.3,1.3,0.4,2.4,23.9,38456,79.2,13.5,7.2,0.2,6.5,0.0005593077247783875,2.0,4.6,5.8,4.9
48,48,1097,Mobile County,552.3100664,46.0,87.0,661.0,1493.0,4458.0,12315.0,414079.0,19060.0,0.04602986386655687,4.602986386655687,Alabama,414328,197968,216360,2.8,57.5,35.2,0.6,1.9,0.0,309967,45802,1034,24347,428,19.3,29.3,32.3,17.7,25.5,9.9,14.7,86.1,7.4,0.5,1.1,0.8,4.1,24.8,173195,82.0,13.1,4.6,0.2,7.5,0.0019175084947558316,3.2,0.6,5.8,4.2
49,49,1099,Monroe County,481.201655,0.0,8.0,8.0,91.0,129.0,423.0,22236.0,659.0,0.029636625292318763,2.9636625292318763,Alabama,21745,10355,11390,1.3,54.5,40.8,1.3,0.5,0.0,16664,26036,3726,17264,1295,33.7,43.5,28.7,18.5,20.1,14.2,18.5,91.1,3.6,0.3,1.2,1.1,2.7,24.7,6154,75.9,18.9,5.2,0.0,21.6,0.0007195538765965102,0.2,1.5,2.9,2.4
50,50,1101,Montgomery County,396.6310625,45.0,45.0,465.0,344.0,3656.0,7855.0,226659.0,12410.0,0.054751851900873116,5.475185190087311,Alabama,227120,107470,119650,3.4,35.2,57.1,0.1,2.4,0.0,167305,46545,1309,26712,610,20.8,32.1,36.8,18.7,24.5,5.6,14.4,84.8,9.0,0.7,1.4,0.7,3.4,20.3,100874,73.7,21.8,4.4,0.1,7.6,0.0024486122324725687,3.1,1.1,6.6,4.6
51,51,1103,Morgan County,254.6186147,2.0,16.0,86.0,201.0,1114.0,2595.0,119787.0,4014.0,0.0335094793258033,3.3509479325803304,Alabama,119157,58761,60396,8.0,76.4,12.3,0.5,0.7,0.0,88176,47529,1678,25013,822,16.6,24.6,30.3,16.2,23.5,10.9,19.0,89.7,7.1,0.1,0.8,0.8,1.5,24.1,50611,81.9,12.8,5.0,0.3,6.5,0.0008682077353969963,4.3,3.0,5.9,5.4
52,52,1105,Perry County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10020.0,0.0,0.0,0.0,Alabama,9680,4630,5050,0.7,29.4,69.6,0.1,0.2,0.0,7492,22973,3833,13449,1725,41.9,60.8,23.4,21.9,27.3,5.1,22.3,84.7,8.8,0.0,2.0,4.3,0.2,26.1,2478,77.0,19.3,3.8,0.0,11.8,0.0,0.0,9.6,1.9,4.4
53,53,1107,Pickens County,216.4836864,5.0,2.0,1.0,34.0,74.0,135.0,19401.0,251.0,0.012937477449616,1.2937477449616002,Alabama,20170,9601,10569,4.1,54.1,40.5,0.1,0.1,0.0,15585,36220,2410,20089,1105,22.9,34.8,22.6,17.4,22.4,12.7,24.9,82.6,10.6,0.9,1.6,0.3,4.0,29.5,6903,77.0,18.1,4.6,0.3,12.2,0.0004123498788722231,1.1,4.5,2.2,3.4
54,54,1109,Pike County,413.929632,4.0,6.0,21.0,107.0,316.0,779.0,33339.0,1233.0,0.0369837127688293,3.69837127688293,Alabama,33287,15897,17390,0.8,56.4,37.9,0.6,2.2,0.0,25869,35684,2430,20808,1650,26.3,34.4,31.5,16.2,24.4,8.9,18.9,84.6,7.9,0.0,2.2,0.8,4.6,20.4,14352,76.1,18.2,5.6,0.2,8.7,0.0009298419268724317,0.9,1.5,4.9,3.3
55,55,1111,Randolph County,268.4032208,0.0,4.0,3.0,54.0,228.0,408.0,22727.0,697.0,0.03066836802041625,3.066836802041625,Alabama,22530,10998,11532,3.0,75.3,19.4,0.2,0.2,0.2,17343,39485,3413,20983,1532,18.7,29.7,23.4,13.4,21.1,12.8,29.3,85.5,9.1,0.1,0.4,1.0,4.0,26.3,8565,79.4,12.1,8.3,0.1,5.8,0.0003080036960443525,2.2,4.1,4.3,4.4
56,56,1113,Russell County,449.7776286,2.0,24.0,70.0,172.0,776.0,1484.0,59585.0,2528.0,0.042426785264747836,4.242678526474784,Alabama,58480,28424,30056,5.2,47.8,42.4,0.4,0.7,0.2,42923,38988,2253,21279,873,20.9,29.2,28.7,20.2,25.2,9.4,16.4,86.0,8.5,0.3,1.4,1.1,2.8,24.1,22959,76.1,20.0,3.8,0.1,9.7,0.0016111437442309306,1.9,1.0,4.5,3.4
57,57,1115,St. Clair County,203.9208416,9.0,15.0,20.0,132.0,341.0,1166.0,86308.0,1683.0,0.019499930481531258,1.9499930481531265,Alabama,86937,43469,43468,2.3,86.2,9.3,0.2,0.8,0.0,66069,53483,2225,24686,787,13.7,17.0,28.9,15.7,25.7,12.4,17.2,86.5,8.6,0.1,0.6,1.3,2.9,29.7,38522,83.2,11.1,5.5,0.2,5.8,0.0005098021040923205,6.5,4.4,5.2,6.5
58,58,1117,Shelby County,176.8047801,8.0,38.0,63.0,252.0,820.0,3110.0,204180.0,4291.0,0.02101577039866784,2.1015770398667843,Alabama,208721,101420,107301,5.8,78.5,11.7,0.2,1.9,0.0,151940,74063,1255,35330,712,8.3,10.1,44.3,13.7,26.8,7.4,7.7,86.2,7.3,0.1,0.7,0.8,4.9,28.0,104093,82.2,12.7,4.9,0.3,4.3,0.0005338426878244686,9.3,4.8,6.5,8.1
59,59,1119,Sumter County,553.8507597,1.0,2.0,4.0,67.0,99.0,194.0,13361.0,367.0,0.027468003891924258,2.7468003891924258,Alabama,13084,6033,7051,0.3,24.6,70.7,0.5,3.0,0.0,10220,21663,1677,14739,1110,36.0,47.4,25.5,26.9,22.6,4.9,20.1,87.4,7.3,0.3,3.1,0.1,1.8,26.1,4353,73.4,23.6,3.0,0.0,13.4,0.0005239128807723973,0.1,1.7,2.1,2.2
